Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
0.255,2.875,9,9,10650,1183.333,136.463,1164.000,1038,1435,152.000,98.667,34.667,0.330,0.082,0.329,152.035,98.701,34.623,151,98,34,3,2,2
0.936,7.920,33,29,390,11.818,2.888,11.000,7,18,267.121,119.697,35.242,0.541,0.158,0.498,267.005,119.687,35.149,265,118,34,5,6,3
137.016,233.318,4833,1727,1524,0.315,0.804,0.000,0,9,504.981,210.233,38.687,3.074,0.711,3.171,506.145,209.890,38.921,488,194,34,33,31,12
2.807,15.289,99,75,13,0.131,0.339,0.000,0,1,194.707,218.202,35.172,0.777,0.172,0.749,197.462,217.615,34.462,191,216,34,8,6,4
1.503,10.091,53,46,73,1.377,0.686,1.000,0,3,406.226,235.057,35.321,0.599,0.162,0.587,406.137,235.603,35.397,404,232,34,5,7,4
1.644,11.603,58,50,0,0.000,0.000,0.000,0,0,914.603,754.828,35.431,0.698,0.234,0.664,NaN,NaN,NaN,911,752,34,7,6,4
0.113,1.816,4,4,0,0.000,0.000,0.000,0,0,831.750,758.500,34.750,0.265,0.119,0.217,NaN,NaN,NaN,831,758,34,2,2,2
23.984,76.680,846,367,28971,34.245,59.641,4.000,0,320,1279.696,829.378,39.663,2.169,0.846,2.132,1283.311,828.523,43.787,1271,822,34,17,14,14
11.652,48.330,411,239,113,0.275,0.567,0.000,0,3,1253.134,858.657,38.509,1.724,0.751,1.683,1254.504,858.947,39.664,1246,852,34,15,14,10
0.170,2.270,6,6,0,0.000,0.000,0.000,0,0,1558.167,1048.333,34.833,0.258,0.120,0.240,NaN,NaN,NaN,1557,1048,34,3,2,2
12.276,46.309,433,231,40,0.092,0.298,0.000,0,2,156.790,116.843,38.319,1.483,0.416,1.524,157.575,117.875,38.025,152,110,35,10,14,8
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,289.333,117.667,35.000,0.147,0.036,0.168,NaN,NaN,NaN,289,117,35,2,2,1
1.276,8.577,45,39,236,5.244,3.594,4.000,1,14,256.822,130.556,35.933,0.599,0.126,0.633,255.987,130.364,35.953,254,129,35,6,4,3
31.894,77.983,1125,532,20,0.018,0.132,0.000,0,1,476.864,136.676,37.803,1.830,0.355,1.876,475.650,137.400,36.850,468,127,35,18,19,7
138.320,312.959,4879,1715,264,0.054,0.281,0.000,0,4,170.881,181.113,42.885,3.597,1.169,3.502,176.508,166.731,41.360,156,152,35,33,48,16
6.832,33.145,241,160,702,2.913,2.382,2.000,0,10,472.846,351.710,37.946,1.375,0.535,1.349,472.912,353.717,38.769,470,344,35,7,15,8
100.416,191.139,3542,1274,1516,0.428,2.246,0.000,0,34,1536.750,893.425,40.101,2.836,0.652,2.868,1539.898,902.536,38.765,1521,879,35,30,28,12
0.057,0.959,2,2,8,4.000,0.000,4.000,4,4,1143.000,911.500,35.000,0.112,0.000,0.112,1143.000,911.500,35.000,1143,911,35,1,2,1
80.826,250.667,2851,1525,122,0.043,0.202,0.000,0,1,1494.133,978.044,39.732,2.933,1.115,3.015,1491.705,975.533,39.459,1481,956,35,27,44,10
0.198,2.421,7,7,917,131.000,7.118,131.000,123,141,135.571,1009.571,35.571,0.317,0.036,0.301,135.558,1009.593,35.565,135,1009,35,2,2,2
213.504,444.914,7531,3025,1400,0.186,0.945,0.000,0,22,1516.286,1096.374,40.945,4.084,1.544,3.789,1512.568,1089.624,41.341,1502,1065,35,30,64,13
0.057,1.109,2,2,0,0.000,0.000,0.000,0,0,662.000,12.000,36.500,0.280,0.000,0.280,NaN,NaN,NaN,662,12,36,1,1,2
107.503,194.953,3792,1295,1594,0.420,0.992,0.000,0,10,311.974,50.673,41.927,2.877,0.710,2.845,313.353,52.110,41.398,296,39,36,34,23,13
14.203,45.103,501,239,16,0.032,0.176,0.000,0,1,314.625,105.004,40.148,1.509,0.367,1.421,316.188,106.000,42.062,309,100,36,12,10,9
241.996,425.925,8536,2326,188,0.022,0.147,0.000,0,1,925.645,208.122,44.901,4.382,1.463,4.347,924.027,209.500,42.319,903,187,36,45,42,25
0.227,3.380,8,8,2,0.250,0.463,0.000,0,1,1020.250,653.625,36.625,0.368,0.105,0.363,1020.000,653.500,36.500,1019,653,36,4,3,2
3.799,18.866,134,88,2,0.015,0.122,0.000,0,1,1471.269,810.754,37.799,0.945,0.229,0.922,1468.000,812.500,36.000,1468,808,36,7,7,5
10.178,36.281,359,212,102084,284.357,74.904,296.000,92,412,302.972,1112.894,38.262,1.238,0.226,1.218,302.801,1113.400,38.375,298,1108,36,12,12,6
8.420,31.736,297,161,141,0.475,0.637,0.000,0,3,149.542,77.438,39.485,1.199,0.219,1.174,148.092,76.738,40.057,146,72,37,8,12,6
24.891,71.951,878,397,120,0.137,0.357,0.000,0,2,295.852,87.600,41.280,1.826,0.428,1.827,296.858,82.942,41.200,290,78,37,13,19,9
0.142,1.766,5,5,3,0.600,0.548,1.000,0,1,417.800,87.600,37.000,0.191,0.072,0.201,418.333,87.667,37.000,417,87,37,3,2,1
1.758,11.149,62,47,5,0.081,0.275,0.000,0,1,427.177,91.177,38.355,0.681,0.160,0.613,427.400,90.000,37.200,425,89,37,5,6,4
55.651,106.741,1963,733,808,0.412,0.939,0.000,0,7,1056.900,405.225,41.078,2.209,0.253,2.233,1058.916,405.095,42.050,1046,396,37,21,20,9
0.454,4.691,16,15,28,1.750,0.577,2.000,1,3,449.938,429.812,37.688,0.412,0.123,0.388,450.036,429.893,37.750,449,428,37,3,4,3
311.198,612.734,10977,4513,19879,1.811,5.396,0.000,0,79,1060.249,474.359,42.357,4.573,1.857,4.343,1075.201,492.550,42.560,1032,444,37,57,66,11
298.724,392.882,10537,3112,4256,0.404,0.943,0.000,0,14,1039.715,530.519,42.964,4.355,1.459,4.170,1042.434,533.414,43.574,1013,507,37,57,47,12
0.113,1.816,4,4,0,0.000,0.000,0.000,0,0,515.750,525.750,37.250,0.260,0.116,0.226,NaN,NaN,NaN,515,525,37,2,2,2
3.175,16.146,112,80,3143,28.062,22.405,21.500,3,106,723.652,608.500,38.491,0.824,0.154,0.860,722.468,607.788,38.424,720,606,37,8,6,4
7.428,31.271,262,142,0,0.000,0.000,0.000,0,0,709.672,627.542,40.454,1.309,0.433,1.165,NaN,NaN,NaN,706,624,37,9,8,8
0.397,4.590,14,13,44,3.143,0.949,3.000,2,5,700.286,633.143,37.929,0.437,0.188,0.525,700.273,633.295,37.864,699,632,37,3,3,3
4.990,21.598,176,113,0,0.000,0.000,0.000,0,0,774.358,677.295,39.386,0.956,0.149,0.943,NaN,NaN,NaN,771,673,37,8,9,5
4.621,24.880,163,131,0,0.000,0.000,0.000,0,0,912.080,705.368,38.988,0.997,0.360,0.939,NaN,NaN,NaN,908,700,37,10,13,6
2.665,15.588,94,68,464,4.936,2.903,4.000,1,14,1317.319,822.745,38.777,0.815,0.219,0.779,1317.608,822.931,39.200,1313,820,37,8,6,5
99.480,245.529,3509,1565,401,0.114,0.420,0.000,0,4,1485.264,1024.905,41.906,2.887,0.867,2.842,1478.928,1016.279,42.539,1467,1005,37,34,38,10
1.559,10.998,55,45,284,5.164,3.809,4.000,1,17,278.600,111.036,39.382,0.660,0.190,0.626,278.088,112.018,39.331,277,108,38,5,7,4
414.647,579.327,14626,3529,630,0.043,0.227,0.000,0,4,1045.782,343.568,46.737,5.530,2.166,5.219,1053.563,353.629,48.410,1017,308,38,59,70,18
51.285,129.365,1809,860,230,0.127,0.353,0.000,0,2,655.922,398.845,42.157,2.289,0.687,2.284,658.235,401.683,41.809,644,388,38,29,24,9
3.685,18.367,130,95,19,0.146,0.484,0.000,0,3,639.123,486.869,39.400,0.865,0.200,0.890,638.947,482.842,39.579,637,482,38,6,10,4
0.425,4.691,15,14,0,0.000,0.000,0.000,0,0,834.800,767.333,39.333,0.415,0.128,0.413,NaN,NaN,NaN,834,766,38,3,4,3
73.030,204.544,2576,1253,122,0.047,0.251,0.000,0,3,1484.384,939.868,41.567,2.664,0.922,2.444,1480.664,948.656,40.943,1469,918,38,29,40,9
5.273,27.540,186,118,132849,714.242,269.272,692.000,161,1224,113.812,30.145,41.532,1.135,0.361,1.075,114.187,30.396,41.102,109,27,39,12,7,7
4.649,22.498,164,101,0,0.000,0.000,0.000,0,0,305.159,113.195,41.537,1.035,0.279,0.990,NaN,NaN,NaN,302,110,39,8,8,6
571.139,888.685,20146,5284,19284,0.957,1.778,0.000,0,26,1571.190,196.972,52.270,5.725,1.865,5.846,1577.714,192.369,48.946,1538,164,39,62,63,22
2.835,15.642,100,78,104,1.040,0.953,1.000,0,4,394.180,244.030,41.080,0.790,0.208,0.751,394.038,244.769,41.096,391,242,39,9,6,5
1.021,8.372,36,31,0,0.000,0.000,0.000,0,0,468.778,342.972,40.944,0.634,0.289,0.603,NaN,NaN,NaN,467,341,39,4,4,5
3.374,19.877,119,93,36,0.303,0.776,0.000,0,5,442.319,454.050,41.176,0.892,0.248,0.883,444.000,457.222,40.028,439,450,39,8,9,5
48.138,160.738,1698,866,66,0.039,0.224,0.000,0,4,1431.659,475.956,45.456,2.795,1.078,2.863,1421.636,473.152,42.788,1411,470,39,42,13,13
0.255,3.078,9,9,0,0.000,0.000,0.000,0,0,699.778,743.889,39.889,0.293,0.131,0.273,NaN,NaN,NaN,698,743,39,4,3,2
34.899,78.973,1231,478,704,0.572,2.067,0.000,0,25,1457.406,870.210,42.141,1.941,0.209,1.914,1459.832,866.305,42.844,1449,862,39,17,17,8
0.142,1.766,5,5,0,0.000,0.000,0.000,0,0,1404.600,880.200,39.000,0.191,0.072,0.201,NaN,NaN,NaN,1404,879,39,2,3,1
47.770,150.631,1685,755,0,0.000,0.000,0.000,0,0,628.034,42.696,46.350,2.868,1.186,2.831,NaN,NaN,NaN,612,29,40,33,27,14
59.989,116.800,2116,673,15,0.007,0.084,0.000,0,1,389.673,116.742,46.073,2.455,0.429,2.465,389.800,113.133,42.200,380,109,40,21,17,13
1.191,8.476,42,37,1,0.024,0.154,0.000,0,1,295.857,238.857,41.071,0.584,0.139,0.602,298.000,240.000,41.000,294,237,40,5,5,3
406.822,824.030,14350,4523,13,9.059E-4,0.030,0.000,0,1,449.492,362.869,50.533,4.527,1.460,4.643,430.308,363.000,46.923,423,342,40,55,39,21
12.928,46.773,456,250,2408,5.281,8.124,2.000,0,46,880.294,561.612,43.158,1.456,0.349,1.459,881.485,560.526,41.471,874,554,40,14,14,8
389.983,644.510,13756,4712,8976,0.653,2.993,0.000,0,116,1081.299,592.032,46.653,4.921,1.935,4.922,1078.035,587.348,46.755,1040,567,40,72,56,14
19.108,73.291,674,358,4086,6.062,11.787,1.000,0,66,818.409,677.976,47.196,2.532,1.111,2.504,821.326,676.041,49.687,811,672,40,14,13,17
13.438,51.410,474,258,1,0.002,0.046,0.000,0,1,1327.838,752.357,43.711,1.513,0.408,1.527,1320.000,756.000,43.000,1320,747,40,18,12,7
30.618,82.622,1080,408,23,0.021,0.151,0.000,0,2,965.513,759.685,47.512,2.051,0.570,1.963,963.304,753.652,45.217,960,752,40,12,16,15
4.366,21.485,154,92,454720,2952.727,960.860,3256.500,517,4012,1344.740,843.630,43.169,1.092,0.386,1.044,1344.575,843.751,42.694,1342,841,40,6,7,7
17.889,59.987,631,354,936,1.483,2.607,0.000,0,16,1181.954,890.800,43.254,1.760,0.549,1.733,1181.790,890.364,43.608,1169,888,40,26,7,7
6.095,30.274,215,163,79,0.367,0.704,0.000,0,3,153.591,47.330,43.363,1.141,0.397,1.118,152.684,51.899,43.886,150,39,41,7,17,5
86.354,191.200,3046,1319,25,0.008,0.090,0.000,0,1,427.405,49.925,44.910,2.662,0.780,2.742,427.680,53.160,43.720,410,39,41,36,25,10
0.765,5.803,27,27,0,0.000,0.000,0.000,0,0,426.519,77.333,41.481,0.437,0.095,0.442,NaN,NaN,NaN,425,75,41,4,5,2
0.709,6.658,25,22,1,0.040,0.200,0.000,0,1,267.840,180.720,42.760,0.530,0.195,0.509,266.000,181.000,43.000,266,180,41,5,3,4
69.061,184.749,2436,1257,323,0.133,0.487,0.000,0,5,455.300,261.501,47.499,2.705,1.003,2.717,448.560,263.675,47.879,440,246,41,30,32,12
10.801,46.606,381,221,850,2.231,2.061,2.000,0,10,286.318,251.449,43.958,1.417,0.400,1.485,286.094,251.793,43.281,278,248,41,16,9,7
0.113,1.816,4,4,11,2.750,0.500,3.000,2,3,305.750,257.250,41.250,0.260,0.116,0.226,305.727,257.182,41.273,305,257,41,2,2,2
124.173,274.771,4380,1471,211,0.048,0.230,0.000,0,2,1363.291,456.571,49.356,3.448,1.177,3.616,1372.005,460.047,45.445,1341,447,41,41,20,18
88.509,261.007,3122,1542,35,0.011,0.122,0.000,0,3,739.601,483.999,46.516,3.515,1.494,3.446,733.543,468.686,43.714,719,460,41,40,47,11
0.822,6.660,29,27,119,4.103,1.589,4.000,2,8,593.241,604.138,42.414,0.473,0.128,0.450,593.084,604.235,42.269,592,602,41,4,5,3
0.936,9.835,33,32,0,0.000,0.000,0.000,0,0,884.606,802.758,44.273,0.834,0.430,0.742,NaN,NaN,NaN,883,801,41,4,5,6
29.739,94.507,1049,526,3268,3.115,7.159,0.000,0,51,1334.254,802.302,45.560,2.190,0.801,2.242,1328.027,806.905,43.570,1323,795,41,26,17,14
236.014,343.888,8325,2619,1159,0.139,0.694,0.000,0,14,1483.492,1095.347,48.314,3.762,0.961,3.857,1493.947,1105.733,47.207,1465,1075,41,37,45,15
1.106,8.172,39,32,0,0.000,0.000,0.000,0,0,305.923,98.385,43.154,0.581,0.150,0.582,NaN,NaN,NaN,304,97,42,5,4,4
21.489,73.019,758,409,559,0.737,1.265,0.000,0,6,461.173,91.224,47.187,1.821,0.676,1.688,460.689,95.522,45.351,455,82,42,13,22,11
0.227,2.421,8,8,0,0.000,0.000,0.000,0,0,669.500,415.500,42.500,0.322,0.000,0.322,NaN,NaN,NaN,669,415,42,2,2,2
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,676.500,415.000,42.000,0.112,0.000,0.112,NaN,NaN,NaN,676,415,42,2,1,1
0.340,3.834,12,12,34,2.833,1.337,3.000,1,5,476.250,476.167,42.333,0.360,0.090,0.360,476.353,476.529,42.235,475,475,42,3,4,2
2.155,14.677,76,57,0,0.000,0.000,0.000,0,0,610.882,520.763,44.763,0.838,0.323,0.784,NaN,NaN,NaN,609,518,42,5,6,6
8.590,35.064,303,172,6,0.020,0.140,0.000,0,1,581.317,552.096,44.904,1.246,0.310,1.224,582.167,556.167,47.167,577,547,42,9,13,7
18.796,69.977,663,350,87,0.131,0.475,0.000,0,4,724.204,612.909,48.009,2.191,0.919,2.270,723.402,614.586,44.218,717,603,42,15,18,13
0.255,2.977,9,9,9,1.000,0.000,1.000,1,1,809.333,693.333,42.778,0.315,0.112,0.333,809.333,693.333,42.778,808,693,42,4,2,2
43.999,101.534,1552,548,20,0.013,0.118,0.000,0,2,1363.586,782.970,48.873,2.523,0.848,2.486,1358.450,786.300,46.050,1357,776,42,14,14,14
0.028,0.605,1,1,0,0.000,0.000,0.000,0,0,1365.000,841.000,42.000,0.000,0.000,0.000,NaN,NaN,NaN,1365,841,42,1,1,1
11.113,42.012,392,212,92184,235.163,137.258,202.500,34,649,2.071,31.556,47.620,1.518,0.510,1.452,1.529,31.207,48.333,0,26,43,7,12,10
1.361,9.736,48,36,74,1.542,0.798,2.000,0,3,172.771,40.125,44.708,0.653,0.183,0.589,173.000,40.351,44.986,171,38,43,5,5,4
4.196,20.581,148,89,132587,895.858,333.028,826.000,365,1676,235.858,58.635,45.561,1.005,0.289,0.966,236.252,58.859,45.522,232,56,43,8,6,6
6.662,28.206,235,150,352,1.498,1.726,1.000,0,6,140.370,67.043,45.328,1.092,0.256,1.044,141.739,64.332,44.804,136,62,43,9,12,6
39.832,124.344,1405,613,20,0.014,0.118,0.000,0,1,959.915,242.863,48.488,2.338,0.787,2.483,967.550,250.400,45.400,948,233,43,23,20,13
0.312,3.380,11,11,0,0.000,0.000,0.000,0,0,291.727,273.182,43.455,0.348,0.043,0.354,NaN,NaN,NaN,291,272,43,3,3,2
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,542.500,596.000,43.000,0.112,0.000,0.112,NaN,NaN,NaN,542,596,43,2,1,1
20.100,80.624,709,418,470,0.663,1.201,0.000,0,10,1059.083,613.513,45.725,1.717,0.596,1.754,1055.130,611.432,46.196,1046,605,43,23,17,7
0.964,9.380,34,33,13,0.382,0.493,0.000,0,1,1027.265,680.382,45.176,0.774,0.386,0.693,1027.308,680.769,45.923,1026,678,43,3,6,6
6.492,26.287,229,145,31,0.135,0.443,0.000,0,3,1523.009,1195.585,45.590,1.099,0.232,1.078,1525.548,1196.097,44.742,1519,1190,43,8,10,6
19.987,54.340,705,315,2606,3.696,8.048,2.000,0,79,160.166,25.067,47.962,1.628,0.234,1.662,158.865,22.660,48.788,153,20,44,14,12,8
32.206,85.138,1136,520,82,0.072,0.346,0.000,0,3,546.140,80.151,47.568,1.916,0.436,1.925,553.037,74.171,47.683,536,71,44,22,18,8
29.824,119.149,1052,558,0,0.000,0.000,0.000,0,0,838.413,132.901,49.220,2.596,1.089,2.600,NaN,NaN,NaN,823,116,44,30,32,11
16.018,57.251,565,278,191,0.338,0.902,0.000,0,5,338.942,368.405,48.276,1.634,0.438,1.648,338.293,373.529,47.623,335,360,44,10,17,9
0.283,3.078,10,10,0,0.000,0.000,0.000,0,0,673.500,423.600,44.400,0.366,0.086,0.366,NaN,NaN,NaN,673,422,44,2,4,2
203.014,487.928,7161,2933,2858,0.399,1.327,0.000,0,21,1562.663,525.494,49.745,4.633,1.770,4.683,1575.091,530.165,48.962,1537,496,44,63,53,13
15.734,60.534,555,308,78,0.141,0.396,0.000,0,3,1594.465,553.978,47.328,1.575,0.479,1.589,1592.692,551.269,48.436,1588,547,44,12,18,8
24.721,63.270,872,363,267,0.306,0.586,0.000,0,3,1469.110,785.245,48.416,1.761,0.264,1.734,1469.393,785.869,47.431,1463,778,44,13,15,9
21.518,60.883,759,313,291,0.383,0.772,0.000,0,6,992.988,816.345,48.731,1.811,0.477,1.797,994.818,815.278,48.924,986,812,44,14,10,10
1.134,8.780,40,36,152626,3815.650,144.264,3864.500,3421,3971,1309.800,834.900,45.675,0.527,0.148,0.508,1309.807,834.931,45.661,1308,832,44,5,6,4
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,1283.667,896.333,44.000,0.147,0.036,0.168,NaN,NaN,NaN,1283,896,44,2,2,1
245.653,434.465,8665,3076,2076,0.240,0.931,0.000,0,16,1491.165,1188.370,52.725,4.135,1.581,4.050,1487.342,1190.595,51.297,1462,1173,44,56,27,17
1.049,9.027,37,37,117387,3172.622,416.935,3221.000,2195,3773,134.973,0.351,46.703,0.620,0.236,0.611,135.079,0.340,46.597,132,0,45,7,2,4
390.124,659.415,13761,4591,4196,0.305,0.665,0.000,0,7,1320.946,92.510,54.860,6.961,3.482,6.267,1319.695,91.664,54.337,1258,53,45,103,66,16
195.190,420.376,6885,2596,3057106,444.024,904.266,56.000,0,4095,193.606,101.419,54.080,4.419,1.424,4.471,203.736,112.495,55.185,174,73,45,44,60,16
3.771,18.464,133,88,8,0.060,0.239,0.000,0,1,290.677,124.947,46.752,0.913,0.204,0.889,293.000,125.875,45.500,288,121,45,7,8,5
32.517,86.904,1147,519,32,0.028,0.165,0.000,0,1,531.411,172.973,49.035,1.985,0.511,1.925,529.094,173.812,46.969,521,162,45,22,21,9
0.113,1.413,4,4,0,0.000,0.000,0.000,0,0,270.500,175.500,45.000,0.159,0.000,0.159,NaN,NaN,NaN,270,175,45,2,2,1
515.346,630.440,18178,4067,6354,0.350,0.973,0.000,0,12,1131.102,454.713,54.085,5.678,1.964,5.328,1133.445,460.287,53.432,1102,421,45,61,71,16
1.814,11.504,64,55,7,0.109,0.315,0.000,0,1,714.906,504.953,45.797,0.665,0.161,0.683,712.571,505.571,45.857,711,503,45,8,5,3
4.167,19.274,147,101,29,0.197,0.416,0.000,0,2,560.204,537.592,46.544,0.921,0.170,0.919,561.552,537.379,47.345,557,534,45,7,8,5
333.991,555.141,11781,4154,2054,0.174,0.479,0.000,0,6,1150.393,551.833,50.373,4.447,1.287,4.452,1150.689,550.071,50.305,1123,528,45,59,51,12
2.438,14.728,86,66,0,0.000,0.000,0.000,0,0,789.674,764.872,47.349,0.859,0.297,0.873,NaN,NaN,NaN,788,762,45,5,7,6
0.227,2.725,8,8,0,0.000,0.000,0.000,0,0,796.250,776.375,45.875,0.282,0.127,0.266,NaN,NaN,NaN,795,776,45,4,2,2
13.211,42.075,466,226,4271,9.165,20.623,1.000,0,192,1352.867,836.616,48.045,1.450,0.286,1.400,1349.917,838.327,46.454,1348,832,45,11,10,8
5.755,24.775,203,126,0,0.000,0.000,0.000,0,0,1548.911,868.310,47.054,1.038,0.196,1.078,NaN,NaN,NaN,1546,864,45,8,10,5
4.763,23.620,168,130,35,0.208,0.449,0.000,0,2,1288.875,874.756,46.000,0.972,0.306,0.922,1288.886,873.771,46.514,1283,871,45,14,9,3
22.340,74.077,788,407,870021,1104.088,798.466,1145.000,20,2673,36.860,2.164,52.830,2.371,1.014,2.388,36.820,2.463,54.915,30,0,46,15,8,15
